condition	symptom_id	onset	duration	duration_text	severity	progression	polarity
hiatus-hernia	72	unspecified	unspecified		unspecified	unspecified	present
hiatus-hernia	241	unspecified	unspecified		unspecified	unspecified	present
hiatus-hernia	409	unspecified	unspecified		unspecified	unspecified	present
hiatus-hernia	585	unspecified	unspecified		unspecified	unspecified	present
hiatus-hernia	1053	unspecified	unspecified		unspecified	unspecified	present
hidradenitis-suppurativa	262	unspecified	unspecified		unspecified	unspecified	present
hidradenitis-suppurativa	519	unspecified	unspecified		unspecified	unspecified	present
hidradenitis-suppurativa	521	unspecified	unspecified		unspecified	unspecified	present
hidradenitis-suppurativa	890	unspecified	unspecified		unspecified	unspecified	present
high-blood-pressure	84	unspecified	unspecified		unspecified	unspecified	present
high-blood-pressure	621	unspecified	unspecified		unspecified	unspecified	present
high-blood-sugar-hyperglycaemia	84	unspecified	unspecified		unspecified	unspecified	present
high-blood-sugar-hyperglycaemia	323	unspecified	unspecified		unspecified	unspecified	present
high-blood-sugar-hyperglycaemia	431	unspecified	unspecified		unspecified	unspecified	present
high-blood-sugar-hyperglycaemia	432	unspecified	unspecified		unspecified	unspecified	present
high-blood-sugar-hyperglycaemia	1071	unspecified	unspecified		unspecified	unspecified	present
hirschsprungs-disease	72	unspecified	unspecified		unspecified	unspecified	present
hirschsprungs-disease	168	unspecified	unspecified		unspecified	unspecified	present
hirschsprungs-disease	377	unspecified	unspecified		unspecified	unspecified	present
hirschsprungs-disease	912	unspecified	unspecified		unspecified	unspecified	present
hives	66	unspecified	unspecified		unspecified	unspecified	present
hives	105	unspecified	unspecified		unspecified	unspecified	present
hives	118	unspecified	unspecified		unspecified	unspecified	present
hives	181	unspecified	unspecified		unspecified	unspecified	present
hives	418	unspecified	unspecified		unspecified	unspecified	present
hives	443	unspecified	unspecified		unspecified	unspecified	present
hives	459	unspecified	unspecified		unspecified	unspecified	present
hives	489	unspecified	unspecified		unspecified	unspecified	present
hives	500	unspecified	unspecified		unspecified	unspecified	present
hives	679	unspecified	unspecified		unspecified	unspecified	present
hives	701	unspecified	unspecified		unspecified	unspecified	present
hives	702	unspecified	unspecified		unspecified	unspecified	present
hives	703	unspecified	unspecified		unspecified	unspecified	present
hives	705	unspecified	unspecified		unspecified	unspecified	present
hives	706	unspecified	unspecified		unspecified	unspecified	present
hives	710	unspecified	unspecified		unspecified	unspecified	present
hives	738	unspecified	unspecified		unspecified	unspecified	present
hives	753	unspecified	unspecified		unspecified	unspecified	present
hives	824	unspecified	unspecified		unspecified	unspecified	present
huntingtons-disease	45	unspecified	unspecified		unspecified	unspecified	present
huntingtons-disease	147	unspecified	unspecified		unspecified	unspecified	present
huntingtons-disease	164	unspecified	unspecified		unspecified	unspecified	present
huntingtons-disease	214	unspecified	unspecified		unspecified	unspecified	present
huntingtons-disease	215	unspecified	unspecified		unspecified	unspecified	present
huntingtons-disease	241	unspecified	unspecified		unspecified	unspecified	present
huntingtons-disease	528	unspecified	unspecified		unspecified	unspecified	present
huntingtons-disease	537	unspecified	unspecified		unspecified	unspecified	present
huntingtons-disease	543	unspecified	unspecified		unspecified	unspecified	present
huntingtons-disease	553	unspecified	unspecified		unspecified	unspecified	present
huntingtons-disease	695	unspecified	unspecified		unspecified	unspecified	present
huntingtons-disease	696	unspecified	unspecified		unspecified	unspecified	present
huntingtons-disease	904	unspecified	unspecified		unspecified	unspecified	present
huntingtons-disease	1071	unspecified	unspecified		unspecified	unspecified	present
hydrocephalus	84	unspecified	unspecified		unspecified	unspecified	present
hydrocephalus	544	unspecified	unspecified		unspecified	unspecified	present
hydrocephalus	1053	unspecified	unspecified		unspecified	unspecified	present
hydronephrosis	79	unspecified	unspecified		unspecified	unspecified	present
hydronephrosis	242	unspecified	unspecified		unspecified	unspecified	present
hydronephrosis	417	unspecified	unspecified		unspecified	unspecified	present
hydronephrosis	614	unspecified	unspecified		unspecified	unspecified	present
hydronephrosis	1036	unspecified	unspecified		unspecified	unspecified	present
hydronephrosis	1037	unspecified	unspecified		unspecified	unspecified	present
hyperacusis	25	unspecified	unspecified		unspecified	unspecified	present
hyperacusis	613	unspecified	unspecified		unspecified	unspecified	present
hyperacusis	800	unspecified	unspecified		unspecified	unspecified	present
hyperparathyroidism	10	unspecified	unspecified		unspecified	unspecified	present
hyperparathyroidism	29	unspecified	unspecified		unspecified	unspecified	present
hyperparathyroidism	431	unspecified	unspecified		unspecified	unspecified	present
hyperparathyroidism	432	unspecified	unspecified		unspecified	unspecified	present
hyperparathyroidism	571	unspecified	unspecified		unspecified	unspecified	present
hyperparathyroidism	585	unspecified	unspecified		unspecified	unspecified	present
hyperparathyroidism	669	unspecified	unspecified		unspecified	unspecified	present
hyperparathyroidism	1007	unspecified	unspecified		unspecified	unspecified	present
hyperparathyroidism	1053	unspecified	unspecified		unspecified	unspecified	present
hypoparathyroidism	84	unspecified	unspecified		unspecified	unspecified	present
hypoparathyroidism	179	unspecified	unspecified		unspecified	unspecified	present
hypoparathyroidism	387	unspecified	unspecified		unspecified	unspecified	present
hypoparathyroidism	408	unspecified	unspecified		unspecified	unspecified	present
hypoparathyroidism	583	unspecified	unspecified		unspecified	unspecified	present
hypoparathyroidism	797	unspecified	unspecified		unspecified	unspecified	present
hypoparathyroidism	819	unspecified	unspecified		unspecified	unspecified	present
hypoparathyroidism	909	unspecified	unspecified		unspecified	unspecified	present
hypoparathyroidism	994	unspecified	unspecified		unspecified	unspecified	present
hypoparathyroidism	1007	unspecified	unspecified		unspecified	unspecified	present
hypothermia	165	unspecified	unspecified		unspecified	unspecified	present
hypothermia	192	unspecified	unspecified		unspecified	unspecified	present
hypothermia	323	unspecified	unspecified		unspecified	unspecified	present
hypothermia	734	unspecified	unspecified		unspecified	unspecified	present
hypothermia	819	unspecified	unspecified		unspecified	unspecified	present
hypothermia	847	unspecified	unspecified		unspecified	unspecified	present
hypothermia	849	unspecified	unspecified		unspecified	unspecified	present
hypothermia	855	unspecified	unspecified		unspecified	unspecified	present
ichthyosis	236	unspecified	unspecified		unspecified	unspecified	present
ichthyosis	340	unspecified	unspecified		unspecified	unspecified	present
ichthyosis	391	unspecified	unspecified		unspecified	unspecified	present
ichthyosis	435	unspecified	unspecified		unspecified	unspecified	present
ichthyosis	772	unspecified	unspecified		unspecified	unspecified	present
ichthyosis	792	unspecified	unspecified		unspecified	unspecified	present
ichthyosis	819	unspecified	unspecified		unspecified	unspecified	present
ichthyosis	1046	unspecified	unspecified		unspecified	unspecified	present
idiopathic-pulmonary-fibrosis	29	unspecified	unspecified		unspecified	unspecified	present
idiopathic-pulmonary-fibrosis	100	unspecified	unspecified		unspecified	unspecified	present
idiopathic-pulmonary-fibrosis	146	unspecified	unspecified		unspecified	unspecified	present
idiopathic-pulmonary-fibrosis	171	unspecified	unspecified		unspecified	unspecified	present
impetigo	66	unspecified	unspecified		unspecified	unspecified	present
impetigo	69	unspecified	unspecified		unspecified	unspecified	present
impetigo	124	unspecified	unspecified		unspecified	unspecified	present
impetigo	159	unspecified	unspecified		unspecified	unspecified	present
impetigo	176	unspecified	unspecified		unspecified	unspecified	present
impetigo	187	unspecified	unspecified		unspecified	unspecified	present
impetigo	280	unspecified	unspecified		unspecified	unspecified	present
impetigo	462	unspecified	unspecified		unspecified	unspecified	present
impetigo	744	unspecified	unspecified		unspecified	unspecified	present
impetigo	765	unspecified	unspecified		unspecified	unspecified	present
impetigo	792	unspecified	unspecified		unspecified	unspecified	present
indigestion	15	unspecified	unspecified		unspecified	unspecified	present
indigestion	72	unspecified	unspecified		unspecified	unspecified	present
indigestion	126	unspecified	unspecified		unspecified	unspecified	present
indigestion	323	unspecified	unspecified		unspecified	unspecified	present
indigestion	345	unspecified	unspecified		unspecified	unspecified	present
indigestion	409	unspecified	unspecified		unspecified	unspecified	present
indigestion	433	unspecified	unspecified		unspecified	unspecified	present
indigestion	585	unspecified	unspecified		unspecified	unspecified	present
inflammatory-bowel-disease	58	unspecified	unspecified		unspecified	unspecified	present
inflammatory-bowel-disease	76	unspecified	unspecified		unspecified	unspecified	present
inflammatory-bowel-disease	211	unspecified	unspecified		unspecified	unspecified	present
inflammatory-bowel-disease	323	unspecified	unspecified		unspecified	unspecified	present
inflammatory-bowel-disease	556	unspecified	unspecified		unspecified	unspecified	present
inflammatory-bowel-disease	1007	unspecified	unspecified		unspecified	unspecified	present
inflammatory-bowel-disease	1020	unspecified	unspecified		unspecified	unspecified	present
ingrown-hairs	437	unspecified	unspecified		unspecified	unspecified	present
ingrown-hairs	521	unspecified	unspecified		unspecified	unspecified	present
ingrown-hairs	825	unspecified	unspecified		unspecified	unspecified	present
ingrown-hairs	828	unspecified	unspecified		unspecified	unspecified	present
ingrown-hairs	1004	unspecified	unspecified		unspecified	unspecified	present
ingrown-toenail	417	unspecified	unspecified		unspecified	unspecified	present
ingrown-toenail	731	unspecified	unspecified		unspecified	unspecified	present
insect-bites-and-stings	519	unspecified	unspecified		unspecified	unspecified	present
insect-bites-and-stings	613	unspecified	unspecified		unspecified	unspecified	present
insect-bites-and-stings	754	unspecified	unspecified		unspecified	unspecified	present
insect-bites-and-stings	826	unspecified	unspecified		unspecified	unspecified	present
insomnia	103	unspecified	unspecified		unspecified	unspecified	present
insomnia	202	unspecified	unspecified		unspecified	unspecified	present
insomnia	438	unspecified	unspecified		unspecified	unspecified	present
insomnia	1000	unspecified	unspecified		unspecified	unspecified	present
iron-deficiency-anaemia	241	unspecified	unspecified		unspecified	unspecified	present
iron-deficiency-anaemia	323	unspecified	unspecified		unspecified	unspecified	present
iron-deficiency-anaemia	391	unspecified	unspecified		unspecified	unspecified	present
iron-deficiency-anaemia	447	unspecified	unspecified		unspecified	unspecified	present
iron-deficiency-anaemia	577	unspecified	unspecified		unspecified	unspecified	present
iron-deficiency-anaemia	674	unspecified	unspecified		unspecified	unspecified	present
iron-deficiency-anaemia	676	unspecified	unspecified		unspecified	unspecified	present
iron-deficiency-anaemia	698	unspecified	unspecified		unspecified	unspecified	present
iron-deficiency-anaemia	777	unspecified	unspecified		unspecified	unspecified	present
iron-deficiency-anaemia	870	unspecified	unspecified		unspecified	unspecified	present
iron-deficiency-anaemia	963	unspecified	unspecified		unspecified	unspecified	present
iron-deficiency-anaemia	997	unspecified	unspecified		unspecified	unspecified	present
iron-deficiency-anaemia	1011	unspecified	unspecified		unspecified	unspecified	present
irritable-bowel-syndrome-ibs	25	unspecified	unspecified		unspecified	unspecified	present
irritable-bowel-syndrome-ibs	72	unspecified	unspecified		unspecified	unspecified	present
irritable-bowel-syndrome-ibs	168	unspecified	unspecified		unspecified	unspecified	present
irritable-bowel-syndrome-ibs	180	unspecified	unspecified		unspecified	unspecified	present
irritable-bowel-syndrome-ibs	211	unspecified	unspecified		unspecified	unspecified	present
irritable-bowel-syndrome-ibs	323	unspecified	unspecified		unspecified	unspecified	present
irritable-bowel-syndrome-ibs	345	unspecified	unspecified		unspecified	unspecified	present
irritable-bowel-syndrome-ibs	427	unspecified	unspecified		unspecified	unspecified	present
irritable-bowel-syndrome-ibs	557	unspecified	unspecified		unspecified	unspecified	present
irritable-bowel-syndrome-ibs	585	unspecified	unspecified		unspecified	unspecified	present
irritable-bowel-syndrome-ibs	686	unspecified	unspecified		unspecified	unspecified	present
irritable-bowel-syndrome-ibs	918	unspecified	unspecified		unspecified	unspecified	present
irritable-bowel-syndrome-ibs	1036	unspecified	unspecified		unspecified	unspecified	present
irritable-bowel-syndrome-ibs	1053	unspecified	unspecified		unspecified	unspecified	present
japanese-encephalitis	165	unspecified	unspecified		unspecified	unspecified	present
japanese-encephalitis	350	unspecified	unspecified		unspecified	unspecified	present
japanese-encephalitis	399	unspecified	unspecified		unspecified	unspecified	present
japanese-encephalitis	400	unspecified	unspecified		severe	unspecified	present
japanese-encephalitis	417	unspecified	unspecified		unspecified	unspecified	present
japanese-encephalitis	585	unspecified	unspecified		unspecified	unspecified	present
japanese-encephalitis	677	unspecified	unspecified		unspecified	unspecified	present
japanese-encephalitis	797	unspecified	unspecified		unspecified	unspecified	present
japanese-encephalitis	1007	unspecified	unspecified		unspecified	unspecified	present
japanese-encephalitis	1053	unspecified	unspecified		unspecified	unspecified	present
jaundice-in-babies	838	unspecified	unspecified		unspecified	unspecified	present
jaundice-in-babies	1084	unspecified	unspecified		unspecified	unspecified	present
jet-lag	164	unspecified	unspecified		unspecified	unspecified	present
jet-lag	323	unspecified	unspecified		unspecified	unspecified	present
jet-lag	433	unspecified	unspecified		unspecified	unspecified	present
jet-lag	585	unspecified	unspecified		unspecified	unspecified	present
jet-lag	844	unspecified	unspecified		unspecified	unspecified	present
jet-lag	845	unspecified	unspecified		unspecified	unspecified	present
jet-lag	847	unspecified	unspecified		unspecified	unspecified	present
kawasaki-disease	81	unspecified	unspecified		unspecified	unspecified	present
kawasaki-disease	275	unspecified	unspecified		unspecified	unspecified	present
kawasaki-disease	277	unspecified	unspecified		unspecified	unspecified	present
kawasaki-disease	334	unspecified	unspecified		unspecified	unspecified	present
kawasaki-disease	441	unspecified	unspecified		unspecified	unspecified	present
kawasaki-disease	459	unspecified	unspecified		unspecified	unspecified	present
kawasaki-disease	762	unspecified	unspecified		unspecified	unspecified	present
kawasaki-disease	780	unspecified	unspecified		unspecified	unspecified	present
kawasaki-disease	917	unspecified	unspecified		unspecified	unspecified	present
kawasaki-disease	956	unspecified	unspecified		unspecified	unspecified	present
keloid-scars	462	unspecified	unspecified		unspecified	unspecified	present
keloid-scars	663	unspecified	unspecified		unspecified	unspecified	present
keloid-scars	908	unspecified	unspecified		unspecified	unspecified	present
keratosis-pilaris	462	unspecified	unspecified		unspecified	unspecified	present
keratosis-pilaris	824	unspecified	unspecified		unspecified	unspecified	present
kidney-cancer	29	unspecified	unspecified		unspecified	unspecified	present
kidney-cancer	79	unspecified	unspecified		unspecified	unspecified	present
kidney-cancer	323	unspecified	unspecified		unspecified	unspecified	present
kidney-cancer	417	unspecified	unspecified		unspecified	unspecified	present
kidney-cancer	512	unspecified	unspecified		unspecified	unspecified	present
kidney-cancer	625	unspecified	unspecified		unspecified	unspecified	present
kidney-cancer	925	unspecified	unspecified		unspecified	unspecified	present
kidney-cancer	926	unspecified	unspecified		unspecified	unspecified	present
kidney-disease	71	unspecified	unspecified		unspecified	unspecified	present
kidney-disease	79	unspecified	unspecified		unspecified	unspecified	present
kidney-disease	323	unspecified	unspecified		unspecified	unspecified	present
kidney-disease	585	unspecified	unspecified		unspecified	unspecified	present
kidney-disease	608	unspecified	unspecified		unspecified	unspecified	present
kidney-infection	42	unspecified	unspecified		unspecified	unspecified	present
kidney-infection	269	unspecified	unspecified		unspecified	unspecified	present
kidney-infection	371	unspecified	unspecified		unspecified	unspecified	present
kidney-infection	417	unspecified	unspecified		unspecified	unspecified	present
kidney-infection	585	unspecified	unspecified		unspecified	unspecified	present
kidney-infection	641	unspecified	unspecified		unspecified	unspecified	present
kidney-infection	1036	unspecified	unspecified		unspecified	unspecified	present
kidney-infection	1037	unspecified	unspecified		unspecified	unspecified	present
kidney-infection	1053	unspecified	unspecified		unspecified	unspecified	present
kidney-stones	585	unspecified	unspecified		unspecified	unspecified	present
kidney-stones	613	unspecified	unspecified		severe	unspecified	present
kidney-stones	614	unspecified	unspecified		unspecified	unspecified	present
kidney-stones	1053	unspecified	unspecified		unspecified	unspecified	present
klinefelters-syndrome	436	unspecified	unspecified		unspecified	unspecified	present
knock-knees	637	unspecified	unspecified		unspecified	unspecified	present
kyphosis	36	unspecified	unspecified		unspecified	unspecified	present
kyphosis	191	unspecified	unspecified		unspecified	unspecified	present
kyphosis	783	unspecified	unspecified		unspecified	unspecified	present
kyphosis	905	unspecified	unspecified		unspecified	unspecified	present
labyrinthitis	260	unspecified	unspecified		unspecified	unspecified	present
labyrinthitis	404	unspecified	unspecified		unspecified	unspecified	present
labyrinthitis	503	unspecified	unspecified		unspecified	unspecified	present
labyrinthitis	585	unspecified	unspecified		unspecified	unspecified	present
labyrinthitis	997	unspecified	unspecified		unspecified	unspecified	present
labyrinthitis	1053	unspecified	unspecified		unspecified	unspecified	present
lambert-eaton-myasthenic-syndrome	216	unspecified	unspecified		unspecified	unspecified	present
lambert-eaton-myasthenic-syndrome	235	unspecified	unspecified		unspecified	unspecified	present
lambert-eaton-myasthenic-syndrome	241	unspecified	unspecified		unspecified	unspecified	present
lambert-eaton-myasthenic-syndrome	243	unspecified	unspecified		unspecified	unspecified	present
lambert-eaton-myasthenic-syndrome	260	unspecified	unspecified		unspecified	unspecified	present
lambert-eaton-myasthenic-syndrome	266	unspecified	unspecified		unspecified	unspecified	present
lambert-eaton-myasthenic-syndrome	277	unspecified	unspecified		unspecified	unspecified	present
lambert-eaton-myasthenic-syndrome	293	unspecified	unspecified		unspecified	unspecified	present
lambert-eaton-myasthenic-syndrome	323	unspecified	unspecified		unspecified	unspecified	present
lambert-eaton-myasthenic-syndrome	466	unspecified	unspecified		unspecified	unspecified	present
lambert-eaton-myasthenic-syndrome	559	unspecified	unspecified		unspecified	unspecified	present
lambert-eaton-myasthenic-syndrome	571	unspecified	unspecified		unspecified	worsening	present
lambert-eaton-myasthenic-syndrome	1069	unspecified	unspecified		unspecified	unspecified	present
laryngeal-cancer	37	unspecified	unspecified		unspecified	unspecified	present
laryngeal-cancer	38	unspecified	unspecified		unspecified	unspecified	present
laryngeal-cancer	241	unspecified	unspecified		unspecified	unspecified	present
laryngeal-cancer	287	unspecified	unspecified		unspecified	unspecified	present
laryngeal-cancer	419	unspecified	unspecified		unspecified	unspecified	present
laryngeal-cancer	512	unspecified	unspecified		unspecified	unspecified	present
laryngeal-cancer	926	unspecified	unspecified		unspecified	unspecified	present
laryngeal-cancer	1020	unspecified	unspecified		unspecified	unspecified	present
laryngitis	29	unspecified	unspecified		unspecified	unspecified	present
laryngitis	171	unspecified	unspecified		unspecified	unspecified	present
laryngitis	215	unspecified	unspecified		unspecified	unspecified	present
laryngitis	417	unspecified	unspecified		unspecified	unspecified	present
laryngitis	419	unspecified	unspecified		unspecified	unspecified	present
laryngitis	444	unspecified	unspecified		unspecified	unspecified	present
laryngitis	868	unspecified	unspecified		unspecified	unspecified	present
lazy-eye	62	unspecified	unspecified		unspecified	unspecified	present
lazy-eye	163	unspecified	unspecified		unspecified	unspecified	present
lazy-eye	222	unspecified	unspecified		unspecified	unspecified	present
lazy-eye	307	unspecified	unspecified		unspecified	unspecified	present
lazy-eye	320	unspecified	unspecified		unspecified	unspecified	present
lazy-eye	398	unspecified	unspecified		unspecified	unspecified	present
lazy-eye	895	unspecified	unspecified		unspecified	unspecified	present
lazy-eye	896	unspecified	unspecified		unspecified	unspecified	present
lazy-eye	1006	unspecified	unspecified		unspecified	unspecified	present
lazy-eye	1046	unspecified	unspecified		unspecified	unspecified	present
leg-ulcer	334	unspecified	unspecified		unspecified	unspecified	present
leg-ulcer	397	unspecified	unspecified		unspecified	unspecified	present
leg-ulcer	411	unspecified	unspecified		unspecified	unspecified	present
leg-ulcer	458	unspecified	unspecified		unspecified	unspecified	present
leg-ulcer	613	unspecified	unspecified		unspecified	worsening	present
leg-ulcer	638	unspecified	unspecified		unspecified	unspecified	present
leg-ulcer	770	unspecified	unspecified		unspecified	unspecified	present
leg-ulcer	790	unspecified	unspecified		unspecified	unspecified	present
leg-ulcer	829	unspecified	unspecified		unspecified	unspecified	present
leg-ulcer	860	unspecified	unspecified		unspecified	unspecified	present
leg-ulcer	939	unspecified	unspecified		unspecified	unspecified	present
leg-ulcer	949	unspecified	unspecified		unspecified	unspecified	present
leg-ulcer	1010	unspecified	unspecified		unspecified	unspecified	present
leg-ulcer	1041	unspecified	unspecified		unspecified	unspecified	present
legionnaires-disease	134	unspecified	unspecified		unspecified	unspecified	present
legionnaires-disease	171	unspecified	unspecified		unspecified	unspecified	present
legionnaires-disease	350	unspecified	unspecified		unspecified	unspecified	present
legionnaires-disease	417	unspecified	unspecified		unspecified	unspecified	present
leptospirosis	350	unspecified	unspecified		unspecified	unspecified	present
leptospirosis	417	unspecified	unspecified		unspecified	unspecified	present
leptospirosis	463	unspecified	unspecified		unspecified	unspecified	present
leptospirosis	466	unspecified	unspecified		unspecified	unspecified	present
leptospirosis	559	unspecified	unspecified		unspecified	unspecified	present
leptospirosis	585	unspecified	unspecified		unspecified	unspecified	present
leptospirosis	751	unspecified	unspecified		unspecified	unspecified	present
leptospirosis	1007	unspecified	unspecified		unspecified	unspecified	present
leptospirosis	1053	unspecified	unspecified		unspecified	unspecified	present
leptospirosis	1064	unspecified	unspecified		unspecified	unspecified	present
leukoplakia	681	unspecified	unspecified		unspecified	unspecified	present
leukoplakia	737	unspecified	unspecified		unspecified	unspecified	present
leukoplakia	764	unspecified	unspecified		unspecified	unspecified	present
lichen-planus	176	unspecified	unspecified		unspecified	unspecified	present
lichen-planus	280	unspecified	unspecified		unspecified	unspecified	present
lichen-planus	391	unspecified	unspecified		unspecified	unspecified	present
lichen-planus	454	unspecified	unspecified		unspecified	unspecified	present
lichen-planus	462	unspecified	unspecified		unspecified	unspecified	present
lichen-planus	541	unspecified	unspecified		unspecified	unspecified	present
lichen-planus	575	unspecified	unspecified		unspecified	unspecified	present
lichen-planus	681	unspecified	unspecified		unspecified	unspecified	present
lichen-planus	689	unspecified	unspecified		unspecified	unspecified	present
lichen-planus	738	unspecified	unspecified		unspecified	unspecified	present
lichen-planus	755	unspecified	unspecified		unspecified	unspecified	present
lichen-planus	839	unspecified	unspecified		unspecified	unspecified	present
lichen-planus	911	unspecified	unspecified		unspecified	unspecified	present
lichen-planus	1055	unspecified	unspecified		unspecified	unspecified	present
lichen-planus	1077	unspecified	unspecified		unspecified	unspecified	present
lichen-sclerosus	129	unspecified	unspecified		unspecified	unspecified	present
lichen-sclerosus	360	unspecified	unspecified		unspecified	unspecified	present
lichen-sclerosus	628	unspecified	unspecified		unspecified	unspecified	present
lichen-sclerosus	645	unspecified	unspecified		unspecified	unspecified	present
lichen-sclerosus	836	unspecified	unspecified		unspecified	unspecified	present
lipoedema	113	unspecified	unspecified		unspecified	unspecified	present
lipoedema	639	unspecified	unspecified		unspecified	unspecified	present
lipoedema	720	unspecified	unspecified		unspecified	unspecified	present
lipoma	512	unspecified	unspecified		unspecified	unspecified	present
lipoma	519	unspecified	unspecified		unspecified	unspecified	present
listeriosis	8	unspecified	unspecified		unspecified	unspecified	present
listeriosis	331	unspecified	unspecified		unspecified	unspecified	absent
listeriosis	417	unspecified	unspecified		unspecified	unspecified	present
listeriosis	442	unspecified	unspecified		unspecified	unspecified	present
listeriosis	549	unspecified	unspecified		unspecified	unspecified	absent
listeriosis	585	unspecified	unspecified		unspecified	unspecified	present
listeriosis	1053	unspecified	unspecified		unspecified	unspecified	present
liver-cancer	29	unspecified	unspecified		unspecified	unspecified	present
liver-cancer	72	unspecified	unspecified		unspecified	unspecified	present
liver-cancer	323	unspecified	unspecified		unspecified	unspecified	present
liver-cancer	417	unspecified	unspecified		unspecified	unspecified	present
liver-cancer	463	unspecified	unspecified		unspecified	unspecified	present
liver-cancer	520	unspecified	unspecified		unspecified	unspecified	present
liver-cancer	585	unspecified	unspecified		unspecified	unspecified	present
liver-cancer	614	unspecified	unspecified		unspecified	unspecified	present
liver-cancer	646	unspecified	unspecified		unspecified	unspecified	present
liver-cancer	788	unspecified	unspecified		unspecified	unspecified	present
liver-cancer	1053	unspecified	unspecified		unspecified	unspecified	present
liver-disease	29	unspecified	unspecified		unspecified	unspecified	present
liver-disease	323	unspecified	unspecified		unspecified	unspecified	present
liver-disease	459	unspecified	unspecified		unspecified	unspecified	present
liver-disease	463	unspecified	unspecified		unspecified	unspecified	present
liver-disease	509	unspecified	unspecified		unspecified	unspecified	present
liver-disease	585	unspecified	unspecified		unspecified	unspecified	present
liver-disease	1053	unspecified	unspecified		unspecified	unspecified	present
long-qt-syndrome	127	unspecified	unspecified		unspecified	unspecified	present
long-qt-syndrome	676	unspecified	unspecified		unspecified	unspecified	present
long-qt-syndrome	797	unspecified	unspecified		unspecified	unspecified	present
low-blood-pressure-hypotension	84	unspecified	unspecified		unspecified	unspecified	present
low-blood-pressure-hypotension	260	unspecified	unspecified		unspecified	unspecified	present
low-blood-pressure-hypotension	323	unspecified	unspecified		unspecified	unspecified	present
low-blood-pressure-hypotension	585	unspecified	unspecified		unspecified	unspecified	present
low-blood-pressure-hypotension	1066	unspecified	unspecified		unspecified	unspecified	present
low-blood-sugar-hypoglycaemia	25	unspecified	unspecified		unspecified	unspecified	present
low-blood-sugar-hypoglycaemia	165	unspecified	unspecified		unspecified	unspecified	present
low-blood-sugar-hypoglycaemia	260	unspecified	unspecified		unspecified	unspecified	present
low-blood-sugar-hypoglycaemia	323	unspecified	unspecified		unspecified	unspecified	present
low-blood-sugar-hypoglycaemia	430	unspecified	unspecified		unspecified	unspecified	present
low-blood-sugar-hypoglycaemia	676	unspecified	unspecified		unspecified	unspecified	present
low-blood-sugar-hypoglycaemia	797	unspecified	unspecified		unspecified	unspecified	present
low-blood-sugar-hypoglycaemia	996	unspecified	unspecified		unspecified	unspecified	present
low-blood-sugar-hypoglycaemia	1044	unspecified	unspecified		unspecified	unspecified	present
lung-cancer	29	unspecified	unspecified		unspecified	unspecified	present
lung-cancer	101	unspecified	unspecified		unspecified	unspecified	present
lung-cancer	133	unspecified	unspecified		unspecified	unspecified	present
lung-cancer	134	unspecified	unspecified		unspecified	unspecified	present
lung-cancer	146	unspecified	unspecified		unspecified	unspecified	present
lung-cancer	171	unspecified	unspecified		unspecified	unspecified	present
lung-cancer	173	unspecified	unspecified		unspecified	unspecified	present
lung-cancer	241	unspecified	unspecified		unspecified	unspecified	present
lung-cancer	323	unspecified	unspecified		unspecified	unspecified	present
lung-cancer	419	unspecified	unspecified		unspecified	unspecified	present
lung-cancer	621	unspecified	unspecified		unspecified	unspecified	present
lung-cancer	933	unspecified	unspecified		unspecified	unspecified	present
lung-cancer	942	unspecified	unspecified		unspecified	unspecified	present
lupus	323	unspecified	unspecified		unspecified	unspecified	present
lupus	391	unspecified	unspecified		unspecified	unspecified	present
lupus	417	unspecified	unspecified		unspecified	unspecified	present
lupus	466	unspecified	unspecified		unspecified	unspecified	present
lupus	559	unspecified	unspecified		unspecified	unspecified	present
lupus	614	unspecified	unspecified		unspecified	unspecified	present
lupus	740	unspecified	unspecified		unspecified	unspecified	present
lupus	956	unspecified	unspecified		unspecified	unspecified	present
lupus	1011	unspecified	unspecified		unspecified	unspecified	present
lupus	1071	unspecified	unspecified		unspecified	unspecified	present
lyme-disease	164	unspecified	unspecified		unspecified	unspecified	present
lyme-disease	270	unspecified	unspecified		unspecified	unspecified	present
lyme-disease	325	unspecified	unspecified		unspecified	unspecified	present
lyme-disease	417	unspecified	unspecified		unspecified	unspecified	present
lyme-disease	446	unspecified	unspecified		unspecified	unspecified	present
lyme-disease	466	unspecified	unspecified		unspecified	unspecified	present
lyme-disease	470	unspecified	unspecified		unspecified	unspecified	present
lyme-disease	475	unspecified	unspecified		unspecified	unspecified	present
lyme-disease	559	unspecified	unspecified		unspecified	unspecified	present
lyme-disease	588	unspecified	unspecified		unspecified	unspecified	present
lyme-disease	740	unspecified	unspecified		unspecified	worsening	present
lyme-disease	838	unspecified	unspecified		unspecified	unspecified	present
lyme-disease	965	unspecified	unspecified		unspecified	unspecified	present
lymphoedema	8	unspecified	unspecified		unspecified	unspecified	present
lymphoedema	356	unspecified	unspecified		unspecified	unspecified	present
lymphoedema	385	unspecified	unspecified		unspecified	unspecified	present
lymphoedema	435	unspecified	unspecified		unspecified	unspecified	present
lymphoedema	484	unspecified	unspecified		unspecified	unspecified	present
lymphoedema	544	unspecified	unspecified		unspecified	unspecified	present
lymphoedema	832	unspecified	unspecified		unspecified	unspecified	present
lymphoedema	929	unspecified	unspecified		unspecified	unspecified	present
